1.16874e-05,-1.98782e-06,2.26395e-05,,4.8e-05,8.8e-05,0.000128,,4e-05,8e-06
1.14894e-05,-2.07983e-06,2.28063e-05,,5.77619e-05,7.21202e-05,0.000115813,,4e-05,-5.8e-06
1.12829e-05,-2.17639e-06,2.29758e-05,,3.84724e-05,8.42236e-05,0.000103654,,4e-05,6.4e-06
1.1068e-05,-2.27749e-06,2.31479e-05,,1.18391e-05,7.45225e-05,0.00011192,,4e-05,-3.2e-06
1.08448e-05,-2.38314e-06,2.33224e-05,,5.32962e-05,8.70169e-05,0.000151793,,4e-05,9.4e-06
1.06137e-05,-2.4933e-06,2.34992e-05,,6.85214e-05,8.03067e-05,0.000130946,,4e-05,2.8e-06
1.03746e-05,-2.60794e-06,2.36783e-05,,3.73056e-05,7.43921e-05,9.5426e-05,,4e-05,-3e-06
1.01279e-05,-2.72701e-06,2.38594e-05,,1.85948e-05,8.1673e-05,0.000113054,,4e-05,4.4e-06
9.87373e-06,-2.85044e-06,2.40424e-05,,3.76314e-05,7.93496e-05,0.000142488,,4e-05,2.2e-06
9.61223e-06,-2.97816e-06,2.42273e-05,,6.1792e-05,7.36218e-05,0.000131013,,4e-05,-3.4e-06
9.34363e-06,-3.11008e-06,2.44139e-05,,4.83779e-05,7.64899e-05,0.000101053,,4e-05,-4e-07
9.06815e-06,-3.2461e-06,2.46022e-05,,1.05191e-05,7.11539e-05,9.71194e-05,,4e-05,-5.6e-06
8.78598e-06,-3.38611e-06,2.47919e-05,,3.2983e-05,8.24139e-05,0.00014217,,4e-05,5.8e-06
8.49733e-06,-3.52999e-06,2.49831e-05,,6.62905e-05,8.087e-05,0.000144282,,4e-05,4.4e-06
8.20243e-06,-3.67761e-06,2.51755e-05,,6.37706e-05,8.35224e-05,0.000113411,,4e-05,7.2e-06
7.9015e-06,-3.82884e-06,2.53692e-05,,2.01405e-05,7.55712e-05,9.7245e-05,,4e-05,-6e-07
7.59473e-06,-3.98353e-06,2.55639e-05,,1.58714e-05,7.18165e-05,0.000126644,,4e-05,-4.2e-06
7.28236e-06,-4.14154e-06,2.57596e-05,,4.84458e-05,6.82585e-05,0.000136442,,4e-05,-7.6e-06
6.9646e-06,-4.30272e-06,2.59563e-05,,7.05894e-05,8.34973e-05,0.000120217,,4e-05,7.8e-06
6.64169e-06,-4.4669e-06,2.61537e-05,,1.90748e-05,6.69331e-05,8.59094e-05,,4e-05,-8.6e-06
6.31382e-06,-4.63391e-06,2.63519e-05,,2.13373e-05,8.17661e-05,0.000130465,,4e-05,6.4e-06
5.98124e-06,-4.80361e-06,2.65508e-05,,4.17895e-05,6.87964e-05,0.000140057,,4e-05,-6.4e-06
5.64416e-06,-4.97582e-06,2.67502e-05,,7.48729e-05,8.32242e-05,0.000127845,,4e-05,8.2e-06
5.30279e-06,-5.15036e-06,2.69501e-05,,2.82555e-05,6.68496e-05,8.50945e-05,,4e-05,-8e-06
4.95736e-06,-5.32707e-06,2.71505e-05,,3.2384e-06,6.54729e-05,0.000107326,,4e-05,-9.2e-06
4.60808e-06,-5.50578e-06,2.73511e-05,,4.31068e-05,7.84942e-05,0.000150811,,4e-05,4e-06
4.25518e-06,-5.68631e-06,2.7552e-05,,6.94891e-05,7.61137e-05,0.000129147,,4e-05,1.8e-06
3.89887e-06,-5.8685e-06,2.77531e-05,,5.23992e-05,8.09315e-05,0.000100642,,4e-05,6.8e-06
3.53938e-06,-6.05219e-06,2.79544e-05,,2.03636e-05,8.13478e-05,0.000116218,,4e-05,7.4e-06
3.1769e-06,-6.23719e-06,2.81556e-05,,3.91553e-05,8.31628e-05,0.000154344,,4e-05,9.4e-06
2.81167e-06,-6.42335e-06,2.83569e-05,,7.36059e-05,8.15767e-05,0.000142897,,4e-05,8e-06
2.4439e-06,-6.6105e-06,2.8558e-05,,6.13002e-05,7.99895e-05,0.000103422,,4e-05,6.6e-06
2.07381e-06,-6.7985e-06,2.87591e-05,,1.47784e-05,7.14015e-05,9.97899e-05,,4e-05,-1.8e-06
1.7016e-06,-6.98718e-06,2.89599e-05,,1.89609e-05,7.08128e-05,0.000138681,,4e-05,-2.2e-06
1.32749e-06,-7.17639e-06,2.91604e-05,,6.23291e-05,7.46236e-05,0.000143442,,4e-05,1.8e-06
9.51698e-07,-7.36597e-06,2.93605e-05,,5.49413e-05,6.5034e-05,9.43126e-05,,4e-05,-7.6e-06
5.74435e-07,-7.5558e-06,2.95603e-05,,2.84059e-05,7.78442e-05,0.000100885,,4e-05,5.4e-06
1.95915e-07,-7.74572e-06,2.97596e-05,,1.61031e-05,7.40543e-05,0.000136642,,4e-05,1.8e-06
-1.83649e-07,-7.93561e-06,2.99584e-05,,5.95012e-05,7.86644e-05,0.000153559,,4e-05,6.6e-06
-5.64045e-07,-8.12533e-06,3.01565e-05,,6.64089e-05,7.00747e-05,0.000107,,4e-05,-1.8e-06
-9.45058e-07,-8.31475e-06,3.0354e-05,,2.64482e-05,6.64853e-05,8.58903e-05,,4e-05,-5.2e-06
-1.32648e-06,-8.50375e-06,3.05509e-05,,6.60313e-06,6.80963e-05,0.00012383,,4e-05,-3.4e-06
-1.7081e-06,-8.69222e-06,3.07469e-05,,5.08613e-05,7.87078e-05,0.000157713,,4e-05,7.4e-06
-2.0897e-06,-8.88003e-06,3.09422e-05,,7.87988e-05,7.892e-05,0.000124793,,4e-05,7.8e-06
-2.47108e-06,-9.06709e-06,3.11365e-05,,4.54439e-05,7.47329e-05,9.26745e-05,,4e-05,3.8e-06
-2.85202e-06,-9.25329e-06,3.133e-05,,1.76269e-05,7.95467e-05,0.000127414,,4e-05,8.8e-06
-3.23232e-06,-9.43853e-06,3.15225e-05,,3.43703e-05,7.17615e-05,0.000152514,,4e-05,1.2e-06
-3.61178e-06,-9.6227e-06,3.1714e-05,,7.11004e-05,7.09773e-05,0.00012646,,4e-05,6e-07
