1.16874e-05,-1.98782e-06,2.26395e-05,,4.8e-05,8.8e-05,0.000128,,4e-05,8e-06
1.14894e-05,-2.07983e-06,2.28063e-05,,5.85815e-05,7.8191e-05,0.000119073,,4e-05,-5.8e-06
1.12829e-05,-2.17639e-06,2.29758e-05,,6.12483e-05,9.66042e-05,0.000136512,,4e-05,6.4e-06
1.1068e-05,-2.27749e-06,2.31479e-05,,2.86365e-05,6.41884e-05,0.000139256,,4e-05,-3.2e-06
1.08448e-05,-2.38314e-06,2.33224e-05,,4.24445e-05,6.50946e-05,0.00013278,,4e-05,9.4e-06
1.06137e-05,-2.4933e-06,2.34992e-05,,4.29753e-05,7.89756e-05,0.000136922,,4e-05,2.8e-06
1.03746e-05,-2.60794e-06,2.36783e-05,,2.76357e-05,8.36939e-05,0.000138511,,4e-05,-3e-06
1.01279e-05,-2.72701e-06,2.38594e-05,,2.35696e-05,7.79868e-05,0.000126733,,4e-05,4.4e-06
9.87373e-06,-2.85044e-06,2.40424e-05,,3.17902e-05,8.62528e-05,0.000138803,,4e-05,2.2e-06
9.61223e-06,-2.97816e-06,2.42273e-05,,5.57545e-05,7.75547e-05,0.000136023,,4e-05,-3.4e-06
9.34363e-06,-3.11008e-06,2.44139e-05,,5.90817e-05,9.3802e-05,0.000120758,,4e-05,-4e-07
9.06815e-06,-3.2461e-06,2.46022e-05,,3.96468e-05,8.00262e-05,0.000134397,,4e-05,-5.6e-06
8.78598e-06,-3.38611e-06,2.47919e-05,,4.22846e-05,6.56207e-05,0.00014288,,4e-05,5.8e-06
8.49733e-06,-3.52999e-06,2.49831e-05,,5.4085e-05,6.64736e-05,0.000126955,,4e-05,4.4e-06
8.20243e-06,-3.67761e-06,2.51755e-05,,4.93272e-05,9.05945e-05,0.000150019,,4e-05,7.2e-06
7.9015e-06,-3.82884e-06,2.53692e-05,,1.87696e-05,7.30185e-05,0.000133229,,4e-05,-6e-07
7.59473e-06,-3.98353e-06,2.55639e-05,,1.07461e-05,6.25289e-05,0.000118756,,4e-05,-4.2e-06
7.28236e-06,-4.14154e-06,2.57596e-05,,3.14077e-05,7.63019e-05,0.000137367,,4e-05,-7.6e-06
6.9646e-06,-4.30272e-06,2.59563e-05,,6.66289e-05,9.3284e-05,0.000138026,,4e-05,7.8e-06
6.64169e-06,-4.4669e-06,2.61537e-05,,3.59364e-05,9.01069e-05,0.000117242,,4e-05,-8.6e-06
6.31382e-06,-4.63391e-06,2.63519e-05,,4.65284e-05,8.25406e-05,0.000152878,,4e-05,6.4e-06
5.98124e-06,-4.80361e-06,2.65508e-05,,4.43012e-05,5.32163e-05,0.000120904,,4e-05,-6.4e-06
5.64416e-06,-4.97582e-06,2.67502e-05,,6.98758e-05,8.31477e-05,0.000136757,,4e-05,8.2e-06
5.30279e-06,-5.15036e-06,2.69501e-05,,2.50316e-05,7.47875e-05,0.00013893,,4e-05,-8e-06
4.95736e-06,-5.32707e-06,2.71505e-05,,3.34884e-06,4.79234e-05,0.000114506,,4e-05,-9.2e-06
4.60808e-06,-5.50578e-06,2.73511e-05,,2.82242e-05,6.98309e-05,0.000136135,,4e-05,4e-06
4.25518e-06,-5.68631e-06,2.7552e-05,,4.99899e-05,8.67483e-05,0.00014809,,4e-05,1.8e-06
3.89887e-06,-5.8685e-06,2.77531e-05,,5.14693e-05,9.6007e-05,0.000128528,,4e-05,6.8e-06
3.53938e-06,-6.05219e-06,2.79544e-05,,3.60414e-05,0.000101885,0.000143777,,4e-05,7.4e-06
3.1769e-06,-6.23719e-06,2.81556e-05,,5.68759e-05,7.57988e-05,0.000153942,,4e-05,9.4e-06
2.81167e-06,-6.42335e-06,2.83569e-05,,7.45276e-05,7.83203e-05,0.000127965,,4e-05,8e-06
2.4439e-06,-6.6105e-06,2.8558e-05,,6.52076e-05,9.45818e-05,0.000146898,,4e-05,6.6e-06
2.07381e-06,-6.7985e-06,2.87591e-05,,1.78147e-05,6.90356e-05,0.000139916,,4e-05,-1.8e-06
1.7016e-06,-6.98718e-06,2.89599e-05,,1.90473e-05,4.21897e-05,0.000117319,,4e-05,-2.2e-06
1.32749e-06,-7.17639e-06,2.91604e-05,,4.29195e-05,7.47587e-05,0.000146123,,4e-05,1.8e-06
9.51698e-07,-7.36597e-06,2.93605e-05,,3.68376e-05,7.75051e-05,0.000130566,,4e-05,-7.6e-06
5.74435e-07,-7.5558e-06,2.95603e-05,,2.69374e-05,9.24303e-05,0.000125651,,4e-05,5.4e-06
1.95915e-07,-7.74572e-06,2.97596e-05,,2.85787e-05,8.37578e-05,0.000149451,,4e-05,1.8e-06
-1.83649e-07,-7.93561e-06,2.99584e-05,,7.09206e-05,7.21152e-05,0.000140607,,4e-05,6.6e-06
-5.64045e-07,-8.12533e-06,3.01565e-05,,6.67673e-05,8.82277e-05,0.000120349,,4e-05,-1.8e-06
-9.45058e-07,-8.31475e-06,3.0354e-05,,3.58769e-05,8.45507e-05,0.000144926,,4e-05,-5.2e-06
-1.32648e-06,-8.50375e-06,3.05509e-05,,1.50644e-05,4.74601e-05,0.000126264,,4e-05,-3.4e-06
-1.7081e-06,-8.69222e-06,3.07469e-05,,5.29775e-05,5.36122e-05,0.000132439,,4e-05,7.4e-06
-2.0897e-06,-8.88003e-06,3.09422e-05,,5.59786e-05,9.29187e-05,0.000159244,,4e-05,7.8e-06
-2.47108e-06,-9.06709e-06,3.11365e-05,,2.85579e-05,8.14127e-05,0.000129261,,4e-05,3.8e-06
-2.85202e-06,-9.25329e-06,3.133e-05,,1.67519e-05,8.50993e-05,0.000138051,,4e-05,8.8e-06
-3.23232e-06,-9.43853e-06,3.15225e-05,,4.57092e-05,7.2016e-05,0.000152649,,4e-05,1.2e-06
-3.61178e-06,-9.6227e-06,3.1714e-05,,7.3035e-05,8.00585e-05,0.000122665,,4e-05,6e-07
-3.99019e-06,-9.80573e-06,3.19044e-05,,4.74102e-05,0.000102739,0.000131568,,4e-05,-2.2e-06
-4.36735e-06,-9.98753e-06,3.20937e-05,,2.11457e-05,6.75491e-05,0.00014407,,4e-05,-6e-06
-4.74305e-06,-1.0168e-05,3.22819e-05,,4.02018e-05,3.93865e-05,0.000119458,,4e-05,6e-07
-5.11712e-06,-1.03471e-05,3.24689e-05,,6.63294e-05,6.69475e-05,0.000138668,,4e-05,-2e-07
-5.48935e-06,-1.05247e-05,3.26548e-05,,2.88948e-05,8.46397e-05,0.000143211,,4e-05,-4.2e-06
-5.85957e-06,-1.07008e-05,3.28394e-05,,1.55552e-05,6.75911e-05,0.000127016,,4e-05,9.2e-06
