Magnetic Field.X,Magnetic Field.Y,Magnetic Field.Z,,Magnetometer X,Magnetometer Y,Magnetometer Z,,,,
-2.32E+04,-8235,-2.43E+04,,-2.32E-05,-8.24E-06,-2.43E-05,,,,
-3.47E+04,996.1,1055,,-3.47E-05,1.02E-06,1.08E-06,,,,
-2.20E+04,1.61E+04,2.18E+04,,-2.20E-05,1.61E-05,2.18E-05,,,,
3616,3.02E+04,1.74E+04,,3.64E-06,3.02E-05,1.74E-05,,,,
2.38E+04,2.50E+04,-6995,,2.38E-05,2.50E-05,-6.99E-06,,,,
3.04E+04,-3729,-1.77E+04,,3.04E-05,-3.70E-06,-1.77E-05,,,,
2.23E+04,-2.76E+04,1284,,2.23E-05,-2.76E-05,1.28E-06,,,,
-449.3,-2.73E+04,2.30E+04,,-4.62E-07,-2.72E-05,2.30E-05,,,,
-2.62E+04,-1.39E+04,2.01E+04,,-2.62E-05,-1.39E-05,2.01E-05,,,,
-3.56E+04,-2090,-5004,,-3.56E-05,-2.07E-06,-5.03E-06,,,,
-1.97E+04,5671,-2.98E+04,,-1.98E-05,5.69E-06,-2.98E-05,,,,
1.05E+04,1.07E+04,-3.31E+04,,1.05E-05,1.08E-05,-3.31E-05,,,,
3.32E+04,8008,-1.29E+04,,3.32E-05,8.03E-06,-1.29E-05,,,,
3.42E+04,-9638,9064,,3.42E-05,-9.62E-06,9.08E-06,,,,
1.73E+04,-3.20E+04,5452,,1.73E-05,-3.20E-05,5.47E-06,,,,
-5903,-3.16E+04,-1.83E+04,,-5.89E-06,-3.16E-05,-1.83E-05,,,,
-2.65E+04,-5672,-2.54E+04,,-2.65E-05,-5.65E-06,-2.54E-05,,,,
-3.23E+04,1.84E+04,-3702,,-3.23E-05,1.84E-05,-3.70E-06,,,,
-1.53E+04,2.61E+04,2.22E+04,,-1.53E-05,2.61E-05,2.22E-05,,,,
1.43E+04,2.28E+04,2.63E+04,,1.43E-05,2.28E-05,2.64E-05,,,,
3.44E+04,1.50E+04,4871,,3.43E-05,1.50E-05,4.89E-06,,,,
2.94E+04,2165,-2.40E+04,,2.93E-05,2.16E-06,-2.40E-05,,,,
3457,-1.49E+04,-3.49E+04,,3.43E-06,-1.49E-05,-3.50E-05,,,,
-2.40E+04,-2.32E+04,-1.87E+04,,-2.41E-05,-2.32E-05,-1.87E-05,,,,
-3.76E+04,-7992,1949,,-3.76E-05,-8.01E-06,1.97E-06,,,,
-3.45E+04,1.70E+04,-4098,,-3.45E-05,1.69E-05,-4.12E-06,,,,
-1.52E+04,2.20E+04,-2.81E+04,,-1.52E-05,2.20E-05,-2.81E-05,,,,
1.39E+04,6591,-3.58E+04,,1.39E-05,6.58E-06,-3.58E-05,,,,
3.41E+04,-1.08E+04,-1.58E+04,,3.41E-05,-1.08E-05,-1.58E-05,,,,
2.96E+04,-2.16E+04,1.41E+04,,2.96E-05,-2.17E-05,1.41E-05,,,,
3263,-2.75E+04,2.81E+04,,3.30E-06,-2.76E-05,2.81E-05,,,,
-2.47E+04,-2.77E+04,1.39E+04,,-2.47E-05,-2.77E-05,1.39E-05,,,,
-3.35E+04,-1.41E+04,-1.62E+04,,-3.34E-05,-1.42E-05,-1.62E-05,,,,
-1.93E+04,1.47E+04,-3.18E+04,,-1.92E-05,1.46E-05,-3.18E-05,,,,
5403,3.64E+04,-1.59E+04,,5.43E-06,3.64E-05,-1.59E-05,,,,
2.84E+04,2.81E+04,5371,,2.84E-05,2.80E-05,5.37E-06,,,,
4.01E+04,4872,-932.2,,4.01E-05,4.86E-06,-9.20E-07,,,,
3.01E+04,-6901,-2.63E+04,,3.01E-05,-6.93E-06,-2.63E-05,,,,
502.9,-4278,-4.05E+04,,4.99E-07,-4.30E-06,-4.05E-05,,,,
-2.94E+04,4095,-2.81E+04,,-2.94E-05,4.07E-06,-2.81E-05,,,,
-3.82E+04,1.49E+04,725.4,,-3.82E-05,1.49E-05,7.41E-07,,,,
-2.09E+04,2.90E+04,2.05E+04,,-2.09E-05,2.90E-05,2.05E-05,,,,
7422,3.91E+04,1.14E+04,,7.46E-06,3.90E-05,1.14E-05,,,,
2.63E+04,2.70E+04,-1.74E+04,,2.63E-05,2.70E-05,-1.74E-05,,,,
2.84E+04,-9486,-2.90E+04,,2.84E-05,-9.50E-06,-2.89E-05,,,,
1.58E+04,-3.81E+04,-6720,,1.58E-05,-3.81E-05,-6.69E-06,,,,
-9192,-3.70E+04,1.76E+04,,-9.19E-06,-3.70E-05,1.76E-05,,,,
-3.40E+04,-2.08E+04,1.34E+04,,-3.40E-05,-2.08E-05,1.34E-05,,,,
-3.90E+04,-7811,-1.41E+04,,-3.91E-05,-7.83E-06,-1.41E-05,,,,
-1.73E+04,-868.4,-3.87E+04,,-1.73E-05,-8.86E-07,-3.87E-05,,,,
1.70E+04,2342,-3.89E+04,,1.70E-05,2.32E-06,-3.89E-05,,,,
3.97E+04,-2089,-1.55E+04,,3.97E-05,-2.08E-06,-1.55E-05,,,,
3.72E+04,-2.00E+04,7002,,3.72E-05,-2.00E-05,7.01E-06,,,,
1.60E+04,-3.98E+04,1026,,1.60E-05,-3.98E-05,1.04E-06,,,,
-9327,-3.34E+04,-2.55E+04,,-9.31E-06,-3.34E-05,-2.55E-05,,,,
-2.91E+04,182.4,-3.19E+04,,-2.91E-05,1.72E-07,-3.19E-05,,,,
-3.19E+04,2.86E+04,-6109,,-3.19E-05,2.86E-05,-6.10E-06,,,,
-1.11E+04,3.57E+04,2.21E+04,,-1.11E-05,3.57E-05,2.21E-05,,,,
2.07E+04,2.95E+04,2.44E+04,,2.06E-05,2.96E-05,2.44E-05,,,,
3.92E+04,1.92E+04,-920,,3.91E-05,1.92E-05,-9.03E-07,,,,
2.93E+04,5035,-3.20E+04,,2.93E-05,5.06E-06,-3.20E-05,,,,
-1839,-1.19E+04,-4.22E+04,,-1.86E-06,-1.19E-05,-4.22E-05,,,,
-3.19E+04,-1.90E+04,-2.35E+04,,-3.19E-05,-1.90E-05,-2.35E-05,,,,
-4.40E+04,-2206,-1261,,-4.40E-05,-2.21E-06,-1.26E-06,,,,
-3.67E+04,2.31E+04,-8328,,-3.67E-05,2.31E-05,-8.33E-06,,,,
-1.31E+04,2.50E+04,-3.41E+04,,-1.31E-05,2.50E-05,-3.41E-05,,,,
1.85E+04,4125,-4.00E+04,,1.85E-05,4.14E-06,-4.00E-05,,,,
3.81E+04,-1.69E+04,-1.54E+04,,3.81E-05,-1.68E-05,-1.54E-05,,,,
2.97E+04,-2.80E+04,1.77E+04,,2.96E-05,-2.80E-05,1.77E-05,,,,
-1140,-3.22E+04,3.08E+04,,-1.15E-06,-3.23E-05,3.08E-05,,,,
-3.08E+04,-2.98E+04,1.26E+04,,-3.07E-05,-2.99E-05,1.26E-05,,,,
-3.70E+04,-1.35E+04,-2.12E+04,,-3.70E-05,-1.36E-05,-2.12E-05,,,,
-1.75E+04,1.72E+04,-3.74E+04,,-1.75E-05,1.72E-05,-3.74E-05,,,,
1.15E+04,3.88E+04,-1.92E+04,,1.16E-05,3.88E-05,-1.92E-05,,,,
3.55E+04,2.72E+04,4238,,3.55E-05,2.71E-05,4.26E-06,,,,
4.48E+04,216.4,-3522,,4.48E-05,1.70E-07,-3.49E-06,,,,
3.01E+04,-1.17E+04,-3.13E+04,,3.01E-05,-1.17E-05,-3.13E-05,,,,
-4187,-6333,-4.44E+04,,-4.16E-06,-6.33E-06,-4.44E-05,,,,
-3.55E+04,4873,-2.73E+04,,-3.55E-05,4.89E-06,-2.73E-05,,,,
-4.12E+04,1.73E+04,6082,,-4.12E-05,1.73E-05,6.10E-06,,,,
-1.82E+04,3.15E+04,2.68E+04,,-1.82E-05,3.15E-05,2.68E-05,,,,
1.45E+04,4.01E+04,1.50E+04,,1.45E-05,4.01E-05,1.50E-05,,,,
3.35E+04,2.51E+04,-1.71E+04,,3.35E-05,2.51E-05,-1.71E-05,,,,
3.18E+04,-1.44E+04,-2.88E+04,,3.18E-05,-1.44E-05,-2.88E-05,,,,
1.41E+04,-4.28E+04,-3582,,1.41E-05,-4.28E-05,-3.58E-06,,,,
-1.47E+04,-3.68E+04,2.17E+04,,-1.47E-05,-3.68E-05,2.17E-05,,,,
-4.01E+04,-1.55E+04,1.39E+04,,-4.01E-05,-1.55E-05,1.39E-05,,,,
-4.16E+04,-405.7,-1.78E+04,,-4.15E-05,-4.21E-07,-1.79E-05,,,,
-1.42E+04,5879,-4.25E+04,,-1.42E-05,5.89E-06,-4.25E-05,,,,
2.35E+04,6954,-3.80E+04,,2.34E-05,6.98E-06,-3.80E-05,,,,
4.44E+04,-531.3,-8527,,4.44E-05,-5.11E-07,-8.54E-06,,,,
3.58E+04,-2.17E+04,1.69E+04,,3.58E-05,-2.17E-05,1.69E-05,,,,
8423,-4.33E+04,9545,,8.40E-06,-4.33E-05,9.54E-06,,,,
-1.95E+04,-3.56E+04,-1.97E+04,,-1.95E-05,-3.56E-05,-1.98E-05,,,,
-3.70E+04,999.4,-2.56E+04,,-3.71E-05,9.96E-07,-2.57E-05,,,,
-3.41E+04,2.92E+04,2962,,-3.41E-05,2.92E-05,2.97E-06,,,,
-6881,3.21E+04,3.08E+04,,-6.87E-06,3.21E-05,3.08E-05,,,,
2.80E+04,2.12E+04,2.79E+04,,2.81E-05,2.12E-05,2.79E-05,,,,
4.40E+04,7922,-2737,,4.41E-05,7.88E-06,-2.73E-06,,,,
2.81E+04,-6747,-3.42E+04,,2.81E-05,-6.79E-06,-3.42E-05,,,,
-7629,-2.10E+04,-3.87E+04,,-7.62E-06,-2.11E-05,-3.87E-05,,,,
-3.68E+04,-2.16E+04,-1.30E+04,,-3.68E-05,-2.16E-05,-1.30E-05,,,,
-4.29E+04,3580,1.14E+04,,-4.29E-05,3.57E-06,1.14E-05,,,,
-2.86E+04,3.40E+04,680.1,,-2.86E-05,3.39E-05,6.92E-07,,,,
-866,3.43E+04,-2.81E+04,,-8.42E-07,3.43E-05,-2.81E-05,,,,
2.98E+04,9834,-3.12E+04,,2.98E-05,9.82E-06,-3.12E-05,,,,
4.25E+04,-1.16E+04,-2064,,4.26E-05,-1.16E-05,-2.10E-06,,,,
2.47E+04,-2.00E+04,3.04E+04,,2.48E-05,-2.00E-05,3.04E-05,,,,
-1.18E+04,-2.03E+04,3.71E+04,,-1.18E-05,-2.03E-05,3.71E-05,,,,
-3.95E+04,-1.41E+04,1.25E+04,,-3.94E-05,-1.41E-05,1.25E-05,,,,
-3.82E+04,3893,-2.07E+04,,-3.82E-05,3.90E-06,-2.07E-05,,,,
-1.20E+04,3.02E+04,-2.89E+04,,-1.20E-05,3.02E-05,-2.89E-05,,,,
1.83E+04,3.91E+04,-3867,,1.82E-05,3.91E-05,-3.85E-06,,,,
3.75E+04,1.33E+04,1.67E+04,,3.75E-05,1.33E-05,1.67E-05,,,,
3.85E+04,-1.90E+04,777,,3.85E-05,-1.91E-05,7.89E-07,,,,
1.62E+04,-2.75E+04,-2.86E+04,,1.61E-05,-2.75E-05,-2.86E-05,,,,
-1.89E+04,-1.72E+04,-3.41E+04,,-1.90E-05,-1.72E-05,-3.41E-05,,,,
-4.14E+04,-3539,-8940,,-4.14E-05,-3.56E-06,-8.95E-06,,,,
-3.33E+04,8563,2.46E+04,,-3.33E-05,8.57E-06,2.46E-05,,,,
-1018,1.96E+04,3.72E+04,,-1.01E-06,1.96E-05,3.72E-05,,,,
3.05E+04,2.21E+04,1.83E+04,,3.05E-05,2.21E-05,1.83E-05,,,,
4.04E+04,3129,-9995,,4.03E-05,3.14E-06,-9.99E-06,,,,
2.83E+04,-2.85E+04,-1.05E+04,,2.82E-05,-2.85E-05,-1.05E-05,,,,
4061,-3.74E+04,1.70E+04,,4.06E-06,-3.74E-05,1.70E-05,,,,
-2.36E+04,-1.52E+04,3.00E+04,,-2.36E-05,-1.52E-05,2.99E-05,,,,
-3.85E+04,1.00E+04,9009,,-3.85E-05,1.00E-05,8.99E-06,,,,
-2.65E+04,2.10E+04,-2.25E+04,,-2.65E-05,2.10E-05,-2.25E-05,,,,
5734,2.14E+04,-3.37E+04,,5.73E-06,2.14E-05,-3.37E-05,,,,
3.35E+04,1.65E+04,-1.47E+04,,3.35E-05,1.65E-05,-1.47E-05,,,,
3.56E+04,3534,1.76E+04,,3.56E-05,3.52E-06,1.77E-05,,,,
1.22E+04,-1.77E+04,3.33E+04,,1.22E-05,-1.77E-05,3.33E-05,,,,
-1.74E+04,-3.06E+04,1.77E+04,,-1.74E-05,-3.06E-05,1.77E-05,,,,
-3.57E+04,-1.55E+04,-4430,,-3.57E-05,-1.55E-05,-4.43E-06,,,,
-3.69E+04,1.20E+04,2270,,-3.69E-05,1.20E-05,2.28E-06,,,,
-1.85E+04,1.99E+04,2.74E+04,,-1.85E-05,1.99E-05,2.74E-05,,,,
1.21E+04,7944,3.55E+04,,1.21E-05,7.94E-06,3.55E-05,,,,
3.39E+04,-7346,1.58E+04,,3.39E-05,-7.34E-06,1.58E-05,,,,
3.00E+04,-1.87E+04,-1.34E+04,,3.00E-05,-1.87E-05,-1.34E-05,,,,
4245,-2.68E+04,-2.59E+04,,4.26E-06,-2.68E-05,-2.59E-05,,,,
-2.22E+04,-2.81E+04,-1.03E+04,,-2.22E-05,-2.81E-05,-1.03E-05,,,,
-2.97E+04,-1.26E+04,1.80E+04,,-2.97E-05,-1.26E-05,1.81E-05,,,,
-1.71E+04,1.77E+04,2.72E+04,,-1.71E-05,1.77E-05,2.72E-05,,,,
4004,3.54E+04,7442,,4.03E-06,3.54E-05,7.44E-06,,,,
2.49E+04,2.46E+04,-8856,,2.49E-05,2.46E-05,-8.87E-06,,,,
3.52E+04,6180,2330,,3.52E-05,6.16E-06,2.33E-06,,,,
2.45E+04,-1004,2.57E+04,,2.45E-05,-9.87E-07,2.57E-05,,,,
-2464,1414,3.51E+04,,-2.49E-06,1.44E-06,3.52E-05,,,,
-2.66E+04,7186,2.15E+04,,-2.66E-05,7.21E-06,2.16E-05,,,,
-3.06E+04,1.61E+04,-2261,,-3.06E-05,1.62E-05,-2.26E-06,,,,
-1.42E+04,2.84E+04,-1.31E+04,,-1.42E-05,2.85E-05,-1.31E-05,,,,
7307,3.32E+04,1251,,7.32E-06,3.33E-05,1.24E-06,,,,
1.93E+04,1.50E+04,2.33E+04,,1.93E-05,1.51E-05,2.33E-05,,,,
1.88E+04,-1.67E+04,2.21E+04,,1.88E-05,-1.66E-05,2.21E-05,,,,
6367,-3.26E+04,574.4,,6.34E-06,-3.25E-05,5.68E-07,,,,
-1.37E+04,-2.78E+04,-1.10E+04,,-1.37E-05,-2.78E-05,-1.10E-05,,,,
-2.75E+04,-1.75E+04,-91.36,,-2.75E-05,-1.75E-05,-6.08E-08,,,,
-2.27E+04,-1.04E+04,2.05E+04,,-2.27E-05,-1.04E-05,2.05E-05,,,,
-1675,-5939,3.14E+04,,-1.66E-06,-5.93E-06,3.14E-05,,,,
2.02E+04,-4504,2.40E+04,,2.03E-05,-4.50E-06,2.40E-05,,,,
2.85E+04,-1.04E+04,8016,,2.85E-05,-1.04E-05,8.03E-06,,,,
2.15E+04,-2.22E+04,3796,,2.15E-05,-2.22E-05,3.80E-06,,,,
7456,-2.39E+04,1.81E+04,,7.49E-06,-2.39E-05,1.81E-05,,,,
-7029,-5332,2.92E+04,,-7.03E-06,-5.34E-06,2.92E-05,,,,
-1.58E+04,1.72E+04,1.92E+04,,-1.58E-05,1.72E-05,1.92E-05,,,,
-1.16E+04,2.76E+04,-710.7,,-1.16E-05,2.76E-05,-7.55E-07,,,,
3503,2.75E+04,-1.05E+04,,3.49E-06,2.75E-05,-1.05E-05,,,,
1.72E+04,2.37E+04,-2710,,1.72E-05,2.37E-05,-2.73E-06,,,,
1.79E+04,1.76E+04,1.48E+04,,1.79E-05,1.76E-05,1.48E-05,,,,
4587,8317,2.72E+04,,4.59E-06,8.35E-06,2.72E-05,,,,
-1.28E+04,-753.4,2.55E+04,,-1.28E-05,-7.12E-07,2.55E-05,,,,
-2.33E+04,-1696,1.59E+04,,-2.34E-05,-1.65E-06,1.59E-05,,,,
-2.36E+04,4243,1.45E+04,,-2.36E-05,4.27E-06,1.45E-05,,,,
-1.48E+04,3859,2.32E+04,,-1.48E-05,3.88E-06,2.32E-05,,,,
-263,-6139,2.68E+04,,-2.94E-07,-6.11E-06,2.68E-05,,,,
1.15E+04,-1.70E+04,1.79E+04,,1.15E-05,-1.70E-05,1.79E-05,,,,
1.29E+04,-2.34E+04,3710,,1.29E-05,-2.34E-05,3.74E-06,,,,
4377,-2.60E+04,-4026,,4.40E-06,-2.60E-05,-4.01E-06,,,,
-5968,-2.58E+04,791.1,,-5.96E-06,-2.58E-05,7.85E-07,,,,
-9255,-1.99E+04,1.44E+04,,-9.25E-06,-1.99E-05,1.43E-05,,,,
-3423,-6171,2.50E+04,,-3.42E-06,-6.16E-06,2.50E-05,,,,
6170,9390,2.31E+04,,6.18E-06,9.40E-06,2.31E-05,,,,
1.40E+04,1.60E+04,1.40E+04,,1.40E-05,1.61E-05,1.40E-05,,,,
1.78E+04,1.43E+04,1.08E+04,,1.79E-05,1.43E-05,1.08E-05,,,,
1.52E+04,1.27E+04,1.53E+04,,1.52E-05,1.27E-05,1.53E-05,,,,
5943,1.41E+04,1.95E+04,,5.96E-06,1.41E-05,1.95E-05,,,,
-5140,1.64E+04,1.76E+04,,-5.12E-06,1.64E-05,1.75E-05,,,,
-1.18E+04,1.85E+04,1.06E+04,,-1.18E-05,1.85E-05,1.05E-05,,,,
-1.11E+04,2.09E+04,4781,,-1.11E-05,2.09E-05,4.77E-06,,,,
-5762,2.23E+04,6664,,-5.74E-06,2.23E-05,6.64E-06,,,,
-721.7,1.74E+04,1.61E+04,,-6.95E-07,1.74E-05,1.61E-05,,,,
1596,2886,2.33E+04,,1.61E-06,2.90E-06,2.33E-05,,,,
1484,-1.35E+04,1.90E+04,,1.48E-06,-1.35E-05,1.90E-05,,,,
-1812,-2.15E+04,8597,,-1.82E-06,-2.15E-05,8.57E-06,,,,
-7515,-2.15E+04,3003,,-7.51E-06,-2.15E-05,2.98E-06,,,,
-1.13E+04,-1.90E+04,5812,,-1.13E-05,-1.90E-05,5.79E-06,,,,
-8893,-1.63E+04,1.30E+04,,-8.90E-06,-1.63E-05,1.30E-05,,,,
-520.1,-1.31E+04,1.83E+04,,-4.81E-07,-1.31E-05,1.82E-05,,,,
9383,-9896,1.77E+04,,9.38E-06,-9.87E-06,1.77E-05,,,,
1.54E+04,-8679,1.34E+04,,1.54E-05,-8.65E-06,1.33E-05,,,,
1.55E+04,-9822,1.22E+04,,1.55E-05,-9.80E-06,1.22E-05,,,,
1.06E+04,-7728,1.75E+04,,1.06E-05,-7.72E-06,1.75E-05,,,,
2384,1620,2.16E+04,,2.34E-06,1.62E-06,2.16E-05,,,,
-5741,1.27E+04,1.66E+04,,-5.77E-06,1.27E-05,1.66E-05,,,,
-8135,1.92E+04,5389,,-8.15E-06,1.92E-05,5.40E-06,,,,
-2741,2.10E+04,-3175,,-2.76E-06,2.10E-05,-3.18E-06,,,,
6046,2.03E+04,-2538,,6.03E-06,2.03E-05,-2.55E-06,,,,
1.07E+04,1.69E+04,6983,,1.06E-05,1.70E-05,6.98E-06,,,,
6607,8980,1.79E+04,,6.60E-06,8.98E-06,1.79E-05,,,,
-3590,-2292,2.06E+04,,-3.60E-06,-2.30E-06,2.05E-05,,,,
-1.33E+04,-8760,1.36E+04,,-1.33E-05,-8.79E-06,1.36E-05,,,,
-1.81E+04,-5671,8508,,-1.82E-05,-5.70E-06,8.51E-06,,,,
-1.59E+04,-1305,1.32E+04,,-1.59E-05,-1.34E-06,1.33E-05,,,,
-5815,-2882,1.96E+04,,-5.82E-06,-2.92E-06,1.97E-05,,,,
7333,-7987,1.75E+04,,7.32E-06,-8.02E-06,1.76E-05,,,,
1.47E+04,-1.28E+04,6659,,1.47E-05,-1.28E-05,6.68E-06,,,,
1.10E+04,-1.67E+04,-4363,,1.10E-05,-1.67E-05,-4.35E-06,,,,
-133.6,-1.97E+04,-5590,,-1.63E-07,-1.97E-05,-5.57E-06,,,,
-9538,-1.73E+04,5114,,-9.57E-06,-1.73E-05,5.13E-06,,,,
-1.07E+04,-4224,1.68E+04,,-1.07E-05,-4.23E-06,1.68E-05,,,,
-4767,1.33E+04,1.46E+04,,-4.83E-06,1.33E-05,1.46E-05,,,,
4822,1.96E+04,1739,,4.80E-06,1.96E-05,1.77E-06,,,,
1.50E+04,1.32E+04,-3212,,1.50E-05,1.32E-05,-3.17E-06,,,,
1.86E+04,5674,5386,,1.86E-05,5.66E-06,5.41E-06,,,,
1.06E+04,2540,1.70E+04,,1.06E-05,2.53E-06,1.70E-05,,,,
-4990,2352,1.94E+04,,-4.98E-06,2.36E-06,1.94E-05,,,,
-1.71E+04,4185,9756,,-1.71E-05,4.21E-06,9.77E-06,,,,
-1.73E+04,9911,-3122,,-1.72E-05,9.93E-06,-3.11E-06,,,,
-6743,1.81E+04,-5564,,-6.75E-06,1.82E-05,-5.54E-06,,,,
5663,1.84E+04,5749,,5.63E-06,1.85E-05,5.77E-06,,,,
1.36E+04,3675,1.44E+04,,1.36E-05,3.71E-06,1.44E-05,,,,
1.40E+04,-1.31E+04,6070,,1.40E-05,-1.31E-05,6.04E-06,,,,
4506,-1.77E+04,-8435,,4.50E-06,-1.77E-05,-8.44E-06,,,,
-1.03E+04,-1.27E+04,-1.16E+04,,-1.04E-05,-1.27E-05,-1.17E-05,,,,
-1.92E+04,-6000,-487.2,,-1.92E-05,-6.01E-06,-4.88E-07,,,,
-1.41E+04,-18.6,1.43E+04,,-1.41E-05,-3.44E-08,1.43E-05,,,,
1571,5405,1.93E+04,,1.55E-06,5.41E-06,1.93E-05,,,,
1.61E+04,6828,9982,,1.61E-05,6.84E-06,9.98E-06,,,,
1.98E+04,-1479,-3030,,1.98E-05,-1.46E-06,-3.05E-06,,,,
1.31E+04,-1.50E+04,-2671,,1.31E-05,-1.50E-05,-2.67E-06,,,,
842.4,-1.74E+04,1.01E+04,,8.41E-07,-1.74E-05,1.02E-05,,,,
-1.26E+04,-5584,1.48E+04,,-1.26E-05,-5.58E-06,1.48E-05,,,,
-1.89E+04,6325,3037,,-1.89E-05,6.34E-06,3.06E-06,,,,
-1.17E+04,1.07E+04,-1.25E+04,,-1.17E-05,1.07E-05,-1.25E-05,,,,
4867,9795,-1.70E+04,,4.86E-06,9.82E-06,-1.70E-05,,,,
1.81E+04,6288,-6447,,1.81E-05,6.29E-06,-6.43E-06,,,,
1.78E+04,-1206,9493,,1.79E-05,-1.21E-06,9.48E-06,,,,
5103,-1.22E+04,1.54E+04,,5.11E-06,-1.22E-05,1.54E-05,,,,
-9732,-1.71E+04,4972,,-9.74E-06,-1.71E-05,4.98E-06,,,,
-1.82E+04,-6159,-6645,,-1.81E-05,-6.17E-06,-6.63E-06,,,,
-1.76E+04,1.01E+04,-1487,,-1.76E-05,1.01E-05,-1.47E-06,,,,
-6767,1.46E+04,1.24E+04,,-6.76E-06,1.46E-05,1.24E-05,,,,
9681,8575,1.57E+04,,9.69E-06,8.60E-06,1.57E-05,,,,
2.00E+04,1022,3814,,2.00E-05,1.01E-06,3.84E-06,,,,
1.56E+04,-4605,-1.23E+04,,1.56E-05,-4.62E-06,-1.23E-05,,,,
-472.9,-8796,-1.84E+04,,-4.82E-07,-8.77E-06,-1.84E-05,,,,
-1.58E+04,-9095,-9229,,-1.58E-05,-9.09E-06,-9.23E-06,,,,
-1.98E+04,-136.2,5048,,-1.98E-05,-1.21E-07,5.04E-06,,,,
-1.25E+04,1.49E+04,6446,,-1.25E-05,1.49E-05,6.45E-06,,,,
-60.53,1.93E+04,-6908,,-3.23E-08,1.93E-05,-6.90E-06,,,,
1.29E+04,7438,-1.42E+04,,1.29E-05,7.43E-06,-1.42E-05,,,,
1.92E+04,-6235,-4015,,1.92E-05,-6.22E-06,-4.03E-06,,,,
1.22E+04,-1.17E+04,1.17E+04,,1.23E-05,-1.16E-05,1.17E-05,,,,
-4326,-1.09E+04,1.69E+04,,-4.33E-06,-1.09E-05,1.69E-05,,,,
-1.80E+04,-7562,6685,,-1.80E-05,-7.56E-06,6.68E-06,,,,
-1.80E+04,-991.9,-1.00E+04,,-1.81E-05,-9.99E-07,-1.00E-05,,,,
-4951,8972,-1.79E+04,,-4.97E-06,8.96E-06,-1.79E-05,,,,
1.08E+04,1.47E+04,-9767,,1.07E-05,1.47E-05,-9.75E-06,,,,
1.96E+04,6415,2155,,1.96E-05,6.40E-06,2.18E-06,,,,
1.89E+04,-8428,-918.4,,1.89E-05,-8.42E-06,-8.94E-07,,,,
8381,-1.24E+04,-1.43E+04,,8.43E-06,-1.24E-05,-1.43E-05,,,,
-7953,-4976,-1.85E+04,,-7.92E-06,-4.93E-06,-1.85E-05,,,,
-1.90E+04,4115,-7368,,-1.90E-05,4.15E-06,-7.36E-06,,,,
-1.58E+04,1.03E+04,8721,,-1.58E-05,1.03E-05,8.73E-06,,,,
-889.2,1.41E+04,1.53E+04,,-8.68E-07,1.41E-05,1.53E-05,,,,
1.39E+04,1.42E+04,6294,,1.40E-05,1.42E-05,6.29E-06,,,,
1.76E+04,5500,-9686,,1.77E-05,5.47E-06,-9.68E-06,,,,
9544,-1.09E+04,-1.50E+04,,9.54E-06,-1.09E-05,-1.50E-05,,,,
-3245,-2.03E+04,-3770,,-3.24E-06,-2.03E-05,-3.74E-06,,,,
-1.53E+04,-1.30E+04,5949,,-1.53E-05,-1.30E-05,5.98E-06,,,,
-2.09E+04,-949,-760.3,,-2.09E-05,-9.26E-07,-7.15E-07,,,,
-1.41E+04,3729,-1.51E+04,,-1.41E-05,3.75E-06,-1.50E-05,,,,
2489,1930,-2.07E+04,,2.50E-06,1.97E-06,-2.08E-05,,,,
1.72E+04,-2097,-1.19E+04,,1.71E-05,-2.09E-06,-1.19E-05,,,,
1.91E+04,-7975,3584,,1.91E-05,-7.98E-06,3.58E-06,,,,
7862,-1.60E+04,1.12E+04,,7.83E-06,-1.60E-05,1.12E-05,,,,
-6821,-1.98E+04,2662,,-6.84E-06,-1.97E-05,2.67E-06,,,,
-1.50E+04,-9173,-1.16E+04,,-1.50E-05,-9.18E-06,-1.16E-05,,,,
-1.44E+04,1.06E+04,-1.13E+04,,-1.44E-05,1.06E-05,-1.13E-05,,,,
-5255,2.03E+04,2976,,-5.28E-06,2.03E-05,3.00E-06,,,,
9398,1.57E+04,1.06E+04,,9.37E-06,1.57E-05,1.06E-05,,,,
1.98E+04,7392,2311,,1.97E-05,7.41E-06,2.31E-06,,,,
1.66E+04,1621,-1.31E+04,,1.66E-05,1.64E-06,-1.31E-05,,,,
1224,-1790,-2.12E+04,,1.25E-06,-1.77E-06,-2.12E-05,,,,
-1.52E+04,-2473,-1.48E+04,,-1.52E-05,-2.46E-06,-1.47E-05,,,,
-2.11E+04,3330,-860.8,,-2.11E-05,3.32E-06,-8.29E-07,,,,
-1.45E+04,1.52E+04,4011,,-1.45E-05,1.52E-05,4.01E-06,,,,
-2246,2.01E+04,-7069,,-2.22E-06,2.01E-05,-7.06E-06,,,,
1.00E+04,8094,-1.72E+04,,1.00E-05,8.09E-06,-1.72E-05,,,,
1.69E+04,-8906,-9933,,1.69E-05,-8.93E-06,-9.89E-06,,,,
1.21E+04,-1.67E+04,6567,,1.20E-05,-1.67E-05,6.57E-06,,,,
-3145,-1.58E+04,1.45E+04,,-3.13E-06,-1.58E-05,1.46E-05,,,,
-1.72E+04,-1.16E+04,6572,,-1.72E-05,-1.16E-05,6.56E-06,,,,
-1.85E+04,-5520,-1.02E+04,,-1.85E-05,-5.52E-06,-1.02E-05,,,,
-5739,3215,-2.09E+04,,-5.76E-06,3.20E-06,-2.08E-05,,,,
