Magnetic Field.X,Magnetic Field.Y,Magnetic Field.Z,,Magnetometer X,Magnetometer Y,Magnetometer Z,,,,
-2098,915.3,-4.08E+04,,-2.10E-06,8.88E-07,-4.08E-05,,,,
-249.7,408.3,-4.10E+04,,-2.51E-07,3.92E-07,-4.10E-05,,,,
1608,-100.2,-4.12E+04,,1.65E-06,-1.07E-07,-4.12E-05,,,,
3471,-609.3,-4.12E+04,,3.51E-06,-6.17E-07,-4.12E-05,,,,
5332,-1118,-4.11E+04,,5.36E-06,-1.14E-06,-4.11E-05,,,,
7188,-1626,-4.10E+04,,7.17E-06,-1.64E-06,-4.10E-05,,,,
9034,-2132,-4.08E+04,,9.02E-06,-2.15E-06,-4.07E-05,,,,
1.09E+04,-2635,-4.04E+04,,1.09E-05,-2.64E-06,-4.04E-05,,,,
1.27E+04,-3135,-4.00E+04,,1.27E-05,-3.16E-06,-4.00E-05,,,,
1.45E+04,-3631,-3.95E+04,,1.45E-05,-3.65E-06,-3.95E-05,,,,
1.62E+04,-4122,-3.89E+04,,1.62E-05,-4.14E-06,-3.90E-05,,,,
1.80E+04,-4609,-3.82E+04,,1.80E-05,-4.63E-06,-3.83E-05,,,,
1.97E+04,-5090,-3.75E+04,,1.97E-05,-5.08E-06,-3.75E-05,,,,
2.13E+04,-5565,-3.67E+04,,2.13E-05,-5.58E-06,-3.67E-05,,,,
2.29E+04,-6034,-3.58E+04,,2.29E-05,-6.04E-06,-3.57E-05,,,,
2.45E+04,-6497,-3.48E+04,,2.45E-05,-6.51E-06,-3.48E-05,,,,
2.60E+04,-6953,-3.37E+04,,2.60E-05,-6.96E-06,-3.37E-05,,,,
2.75E+04,-7403,-3.26E+04,,2.75E-05,-7.39E-06,-3.26E-05,,,,
2.89E+04,-7847,-3.14E+04,,2.89E-05,-7.83E-06,-3.14E-05,,,,
3.02E+04,-8284,-3.02E+04,,3.02E-05,-8.24E-06,-3.02E-05,,,,
3.15E+04,-8715,-2.89E+04,,3.15E-05,-8.70E-06,-2.88E-05,,,,
3.28E+04,-9141,-2.75E+04,,3.27E-05,-9.12E-06,-2.75E-05,,,,
3.39E+04,-9560,-2.61E+04,,3.39E-05,-9.57E-06,-2.61E-05,,,,
3.50E+04,-9973,-2.46E+04,,3.50E-05,-1.00E-05,-2.46E-05,,,,
3.60E+04,-1.04E+04,-2.31E+04,,3.60E-05,-1.04E-05,-2.31E-05,,,,
3.70E+04,-1.08E+04,-2.16E+04,,3.70E-05,-1.08E-05,-2.16E-05,,,,
3.78E+04,-1.12E+04,-2.00E+04,,3.78E-05,-1.12E-05,-2.00E-05,,,,
3.86E+04,-1.16E+04,-1.84E+04,,3.86E-05,-1.16E-05,-1.84E-05,,,,
3.94E+04,-1.20E+04,-1.67E+04,,3.93E-05,-1.19E-05,-1.67E-05,,,,
4.00E+04,-1.23E+04,-1.50E+04,,4.00E-05,-1.24E-05,-1.50E-05,,,,
4.06E+04,-1.27E+04,-1.33E+04,,4.06E-05,-1.27E-05,-1.33E-05,,,,
4.11E+04,-1.31E+04,-1.16E+04,,4.11E-05,-1.31E-05,-1.16E-05,,,,
4.15E+04,-1.35E+04,-9903,,4.15E-05,-1.35E-05,-9.87E-06,,,,
4.18E+04,-1.38E+04,-8165,,4.18E-05,-1.39E-05,-8.13E-06,,,,
4.20E+04,-1.42E+04,-6419,,4.21E-05,-1.42E-05,-6.40E-06,,,,
4.22E+04,-1.46E+04,-4669,,4.22E-05,-1.46E-05,-4.65E-06,,,,
4.23E+04,-1.49E+04,-2919,,4.23E-05,-1.50E-05,-2.89E-06,,,,
4.23E+04,-1.53E+04,-1172,,4.23E-05,-1.53E-05,-1.13E-06,,,,
4.22E+04,-1.56E+04,567.7,,4.23E-05,-1.56E-05,6.08E-07,,,,
4.21E+04,-1.60E+04,2296,,4.21E-05,-1.60E-05,2.29E-06,,,,
4.19E+04,-1.63E+04,4009,,4.19E-05,-1.63E-05,4.03E-06,,,,
4.16E+04,-1.67E+04,5702,,4.16E-05,-1.67E-05,5.71E-06,,,,
4.12E+04,-1.70E+04,7372,,4.12E-05,-1.70E-05,7.37E-06,,,,
4.07E+04,-1.74E+04,9014,,4.08E-05,-1.74E-05,9.01E-06,,,,
4.02E+04,-1.77E+04,1.06E+04,,4.03E-05,-1.77E-05,1.06E-05,,,,
3.96E+04,-1.81E+04,1.22E+04,,3.96E-05,-1.80E-05,1.22E-05,,,,
3.90E+04,-1.84E+04,1.37E+04,,3.90E-05,-1.84E-05,1.38E-05,,,,
3.82E+04,-1.88E+04,1.52E+04,,3.83E-05,-1.88E-05,1.52E-05,,,,
3.74E+04,-1.91E+04,1.67E+04,,3.75E-05,-1.91E-05,1.67E-05,,,,
3.66E+04,-1.95E+04,1.81E+04,,3.66E-05,-1.95E-05,1.81E-05,,,,
3.57E+04,-1.98E+04,1.94E+04,,3.57E-05,-1.98E-05,1.94E-05,,,,
3.47E+04,-2.02E+04,2.07E+04,,3.47E-05,-2.02E-05,2.07E-05,,,,
3.37E+04,-2.06E+04,2.20E+04,,3.37E-05,-2.06E-05,2.20E-05,,,,
3.26E+04,-2.09E+04,2.32E+04,,3.26E-05,-2.09E-05,2.32E-05,,,,
3.14E+04,-2.13E+04,2.44E+04,,3.14E-05,-2.13E-05,2.43E-05,,,,
3.02E+04,-2.17E+04,2.55E+04,,3.01E-05,-2.17E-05,2.55E-05,,,,
2.89E+04,-2.20E+04,2.66E+04,,2.89E-05,-2.20E-05,2.66E-05,,,,
2.75E+04,-2.23E+04,2.77E+04,,2.75E-05,-2.23E-05,2.77E-05,,,,
2.61E+04,-2.27E+04,2.87E+04,,2.61E-05,-2.27E-05,2.87E-05,,,,
2.46E+04,-2.30E+04,2.96E+04,,2.46E-05,-2.30E-05,2.96E-05,,,,
2.30E+04,-2.33E+04,3.05E+04,,2.30E-05,-2.34E-05,3.05E-05,,,,
2.14E+04,-2.36E+04,3.13E+04,,2.14E-05,-2.37E-05,3.13E-05,,,,
1.97E+04,-2.40E+04,3.20E+04,,1.97E-05,-2.40E-05,3.20E-05,,,,
1.80E+04,-2.43E+04,3.27E+04,,1.80E-05,-2.43E-05,3.26E-05,,,,
1.63E+04,-2.46E+04,3.32E+04,,1.63E-05,-2.46E-05,3.32E-05,,,,
1.45E+04,-2.49E+04,3.37E+04,,1.45E-05,-2.50E-05,3.37E-05,,,,
1.26E+04,-2.52E+04,3.41E+04,,1.26E-05,-2.52E-05,3.40E-05,,,,
1.07E+04,-2.55E+04,3.43E+04,,1.08E-05,-2.55E-05,3.43E-05,,,,
8822,-2.59E+04,3.45E+04,,8.87E-06,-2.59E-05,3.45E-05,,,,
6898,-2.62E+04,3.45E+04,,6.93E-06,-2.62E-05,3.45E-05,,,,
4958,-2.65E+04,3.44E+04,,5.01E-06,-2.65E-05,3.45E-05,,,,
3006,-2.68E+04,3.42E+04,,3.00E-06,-2.68E-05,3.43E-05,,,,
1047,-2.71E+04,3.39E+04,,1.02E-06,-2.71E-05,3.40E-05,,,,
-915.6,-2.74E+04,3.35E+04,,-9.36E-07,-2.74E-05,3.35E-05,,,,
-2876,-2.77E+04,3.30E+04,,-2.89E-06,-2.77E-05,3.30E-05,,,,
-4829,-2.80E+04,3.23E+04,,-4.87E-06,-2.80E-05,3.23E-05,,,,
-6772,-2.82E+04,3.15E+04,,-6.83E-06,-2.82E-05,3.15E-05,,,,
-8699,-2.84E+04,3.06E+04,,-8.77E-06,-2.85E-05,3.06E-05,,,,
-1.06E+04,-2.86E+04,2.95E+04,,-1.06E-05,-2.87E-05,2.95E-05,,,,
-1.25E+04,-2.88E+04,2.83E+04,,-1.25E-05,-2.88E-05,2.83E-05,,,,
-1.43E+04,-2.89E+04,2.70E+04,,-1.43E-05,-2.89E-05,2.70E-05,,,,
-1.62E+04,-2.90E+04,2.56E+04,,-1.62E-05,-2.89E-05,2.56E-05,,,,
-1.79E+04,-2.90E+04,2.40E+04,,-1.80E-05,-2.90E-05,2.40E-05,,,,
-1.96E+04,-2.89E+04,2.24E+04,,-1.97E-05,-2.89E-05,2.23E-05,,,,
-2.13E+04,-2.88E+04,2.06E+04,,-2.13E-05,-2.88E-05,2.05E-05,,,,
-2.29E+04,-2.85E+04,1.87E+04,,-2.29E-05,-2.85E-05,1.86E-05,,,,
-2.44E+04,-2.82E+04,1.66E+04,,-2.44E-05,-2.82E-05,1.66E-05,,,,
-2.58E+04,-2.77E+04,1.45E+04,,-2.58E-05,-2.77E-05,1.45E-05,,,,
-2.72E+04,-2.72E+04,1.24E+04,,-2.72E-05,-2.71E-05,1.24E-05,,,,
-2.84E+04,-2.64E+04,1.01E+04,,-2.84E-05,-2.64E-05,1.01E-05,,,,
-2.96E+04,-2.56E+04,7815,,-2.96E-05,-2.56E-05,7.83E-06,,,,
-3.06E+04,-2.46E+04,5488,,-3.06E-05,-2.46E-05,5.51E-06,,,,
-3.15E+04,-2.34E+04,3154,,-3.15E-05,-2.34E-05,3.18E-06,,,,
-3.23E+04,-2.20E+04,839.2,,-3.23E-05,-2.20E-05,8.40E-07,,,,
-3.30E+04,-2.05E+04,-1430,,-3.30E-05,-2.05E-05,-1.42E-06,,,,
-3.35E+04,-1.88E+04,-3626,,-3.35E-05,-1.88E-05,-3.62E-06,,,,
-3.39E+04,-1.70E+04,-5718,,-3.39E-05,-1.70E-05,-5.68E-06,,,,
-3.42E+04,-1.49E+04,-7675,,-3.42E-05,-1.49E-05,-7.64E-06,,,,
-3.43E+04,-1.27E+04,-9467,,-3.43E-05,-1.27E-05,-9.44E-06,,,,
-3.43E+04,-1.04E+04,-1.11E+04,,-3.43E-05,-1.04E-05,-1.10E-05,,,,
-3.42E+04,-7919,-1.24E+04,,-3.42E-05,-7.91E-06,-1.24E-05,,,,
-3.40E+04,-5346,-1.36E+04,,-3.40E-05,-5.35E-06,-1.36E-05,,,,
-3.36E+04,-2692,-1.44E+04,,-3.36E-05,-2.70E-06,-1.44E-05,,,,
-3.32E+04,17.44,-1.50E+04,,-3.31E-05,1.29E-09,-1.50E-05,,,,
-3.26E+04,2752,-1.53E+04,,-3.26E-05,2.76E-06,-1.53E-05,,,,
-3.20E+04,5482,-1.52E+04,,-3.20E-05,5.46E-06,-1.52E-05,,,,
-3.12E+04,8170,-1.49E+04,,-3.13E-05,8.19E-06,-1.48E-05,,,,
-3.04E+04,1.08E+04,-1.42E+04,,-3.04E-05,1.08E-05,-1.41E-05,,,,
-2.95E+04,1.33E+04,-1.32E+04,,-2.95E-05,1.33E-05,-1.31E-05,,,,
-2.86E+04,1.56E+04,-1.19E+04,,-2.85E-05,1.57E-05,-1.19E-05,,,,
-2.75E+04,1.78E+04,-1.03E+04,,-2.75E-05,1.78E-05,-1.03E-05,,,,
-2.64E+04,1.98E+04,-8428,,-2.64E-05,1.98E-05,-8.44E-06,,,,
-2.53E+04,2.15E+04,-6345,,-2.53E-05,2.15E-05,-6.36E-06,,,,
-2.41E+04,2.29E+04,-4063,,-2.41E-05,2.29E-05,-4.09E-06,,,,
-2.28E+04,2.40E+04,-1619,,-2.28E-05,2.41E-05,-1.63E-06,,,,
-2.15E+04,2.49E+04,943.6,,-2.15E-05,2.49E-05,9.56E-07,,,,
-2.01E+04,2.54E+04,3582,,-2.01E-05,2.54E-05,3.61E-06,,,,
-1.86E+04,2.56E+04,6251,,-1.86E-05,2.56E-05,6.26E-06,,,,
-1.71E+04,2.55E+04,8905,,-1.71E-05,2.55E-05,8.92E-06,,,,
-1.56E+04,2.51E+04,1.15E+04,,-1.55E-05,2.51E-05,1.15E-05,,,,
-1.39E+04,2.44E+04,1.40E+04,,-1.39E-05,2.44E-05,1.40E-05,,,,
-1.23E+04,2.35E+04,1.63E+04,,-1.23E-05,2.35E-05,1.63E-05,,,,
-1.06E+04,2.22E+04,1.85E+04,,-1.06E-05,2.22E-05,1.85E-05,,,,
-8911,2.08E+04,2.05E+04,,-8.91E-06,2.08E-05,2.05E-05,,,,
-7196,1.92E+04,2.22E+04,,-7.21E-06,1.92E-05,2.22E-05,,,,
-5481,1.74E+04,2.37E+04,,-5.49E-06,1.74E-05,2.37E-05,,,,
-3779,1.55E+04,2.50E+04,,-3.79E-06,1.55E-05,2.50E-05,,,,
-2103,1.36E+04,2.60E+04,,-2.12E-06,1.36E-05,2.60E-05,,,,
-468,1.15E+04,2.67E+04,,-4.61E-07,1.15E-05,2.67E-05,,,,
1113,9431,2.72E+04,,1.12E-06,9.47E-06,2.72E-05,,,,
2627,7339,2.75E+04,,2.61E-06,7.38E-06,2.74E-05,,,,
4061,5260,2.75E+04,,4.02E-06,5.30E-06,2.75E-05,,,,
5404,3214,2.73E+04,,5.39E-06,3.24E-06,2.73E-05,,,,
6646,1219,2.69E+04,,6.64E-06,1.24E-06,2.69E-05,,,,
7781,-714.3,2.64E+04,,7.75E-06,-6.87E-07,2.64E-05,,,,
8801,-2574,2.56E+04,,8.79E-06,-2.58E-06,2.57E-05,,,,
9703,-4352,2.48E+04,,9.68E-06,-4.34E-06,2.48E-05,,,,
1.05E+04,-6041,2.38E+04,,1.05E-05,-6.02E-06,2.38E-05,,,,
1.11E+04,-7638,2.28E+04,,1.12E-05,-7.63E-06,2.27E-05,,,,
1.17E+04,-9137,2.16E+04,,1.17E-05,-9.13E-06,2.16E-05,,,,
1.21E+04,-1.05E+04,2.04E+04,,1.21E-05,-1.05E-05,2.04E-05,,,,
1.24E+04,-1.18E+04,1.92E+04,,1.24E-05,-1.18E-05,1.92E-05,,,,
1.26E+04,-1.30E+04,1.79E+04,,1.26E-05,-1.30E-05,1.79E-05,,,,
1.27E+04,-1.41E+04,1.67E+04,,1.27E-05,-1.41E-05,1.67E-05,,,,
1.26E+04,-1.51E+04,1.54E+04,,1.27E-05,-1.51E-05,1.54E-05,,,,
1.25E+04,-1.60E+04,1.42E+04,,1.26E-05,-1.60E-05,1.42E-05,,,,
1.23E+04,-1.68E+04,1.30E+04,,1.24E-05,-1.68E-05,1.30E-05,,,,
1.21E+04,-1.75E+04,1.19E+04,,1.21E-05,-1.75E-05,1.18E-05,,,,
1.17E+04,-1.82E+04,1.08E+04,,1.18E-05,-1.81E-05,1.08E-05,,,,
1.14E+04,-1.87E+04,9740,,1.14E-05,-1.87E-05,9.71E-06,,,,
1.09E+04,-1.92E+04,8791,,1.10E-05,-1.92E-05,8.75E-06,,,,
1.05E+04,-1.96E+04,7918,,1.05E-05,-1.96E-05,7.88E-06,,,,
9968,-1.99E+04,7123,,9.96E-06,-1.99E-05,7.10E-06,,,,
9465,-2.02E+04,6407,,9.46E-06,-2.02E-05,6.38E-06,,,,
8956,-2.04E+04,5772,,8.96E-06,-2.04E-05,5.75E-06,,,,
8451,-2.06E+04,5218,,8.45E-06,-2.05E-05,5.20E-06,,,,
7957,-2.07E+04,4745,,7.96E-06,-2.07E-05,4.73E-06,,,,
7483,-2.08E+04,4353,,7.52E-06,-2.07E-05,4.34E-06,,,,
7035,-2.08E+04,4037,,7.03E-06,-2.08E-05,4.01E-06,,,,
6620,-2.08E+04,3795,,6.62E-06,-2.08E-05,3.78E-06,,,,
6243,-2.08E+04,3624,,6.21E-06,-2.08E-05,3.61E-06,,,,
5907,-2.08E+04,3519,,5.87E-06,-2.08E-05,3.50E-06,,,,
5619,-2.07E+04,3475,,5.58E-06,-2.07E-05,3.47E-06,,,,
5384,-2.07E+04,3484,,5.35E-06,-2.07E-05,3.51E-06,,,,
5206,-2.06E+04,3541,,5.19E-06,-2.06E-05,3.55E-06,,,,
5085,-2.05E+04,3638,,5.07E-06,-2.05E-05,3.63E-06,,,,
5024,-2.03E+04,3767,,5.00E-06,-2.03E-05,3.75E-06,,,,
5023,-2.02E+04,3920,,5.01E-06,-2.02E-05,3.92E-06,,,,
5081,-2.01E+04,4090,,5.07E-06,-2.01E-05,4.06E-06,,,,
5197,-1.99E+04,4269,,5.19E-06,-1.99E-05,4.24E-06,,,,
5367,-1.97E+04,4449,,5.35E-06,-1.97E-05,4.45E-06,,,,
5587,-1.95E+04,4622,,5.58E-06,-1.96E-05,4.62E-06,,,,
5853,-1.93E+04,4782,,5.85E-06,-1.94E-05,4.81E-06,,,,
6162,-1.91E+04,4922,,6.16E-06,-1.92E-05,4.95E-06,,,,
6510,-1.89E+04,5035,,6.49E-06,-1.89E-05,5.05E-06,,,,
6889,-1.87E+04,5117,,6.89E-06,-1.87E-05,5.13E-06,,,,
7293,-1.85E+04,5161,,7.27E-06,-1.85E-05,5.18E-06,,,,
7715,-1.82E+04,5164,,7.69E-06,-1.83E-05,5.19E-06,,,,
8147,-1.80E+04,5123,,8.12E-06,-1.80E-05,5.13E-06,,,,
8581,-1.78E+04,5037,,8.56E-06,-1.78E-05,5.07E-06,,,,
9012,-1.75E+04,4903,,8.95E-06,-1.75E-05,4.94E-06,,,,
9431,-1.73E+04,4721,,9.41E-06,-1.73E-05,4.75E-06,,,,
9831,-1.71E+04,4492,,9.81E-06,-1.71E-05,4.54E-06,,,,
1.02E+04,-1.69E+04,4218,,1.02E-05,-1.70E-05,4.24E-06,,,,
1.06E+04,-1.68E+04,3902,,1.06E-05,-1.68E-05,3.93E-06,,,,
1.09E+04,-1.66E+04,3547,,1.09E-05,-1.66E-05,3.59E-06,,,,
1.11E+04,-1.65E+04,3159,,1.11E-05,-1.65E-05,3.17E-06,,,,
1.13E+04,-1.64E+04,2741,,1.13E-05,-1.64E-05,2.76E-06,,,,
1.15E+04,-1.64E+04,2301,,1.15E-05,-1.64E-05,2.32E-06,,,,
1.16E+04,-1.64E+04,1846,,1.15E-05,-1.63E-05,1.87E-06,,,,
1.16E+04,-1.64E+04,1383,,1.16E-05,-1.63E-05,1.38E-06,,,,
1.16E+04,-1.64E+04,920.6,,1.16E-05,-1.64E-05,8.86E-07,,,,
1.15E+04,-1.65E+04,468.4,,1.15E-05,-1.65E-05,4.60E-07,,,,
1.13E+04,-1.66E+04,34.98,,1.13E-05,-1.66E-05,2.88E-08,,,,
1.10E+04,-1.68E+04,-370.4,,1.10E-05,-1.68E-05,-3.71E-07,,,,
1.07E+04,-1.70E+04,-738.8,,1.07E-05,-1.70E-05,-7.47E-07,,,,
1.03E+04,-1.72E+04,-1061,,1.03E-05,-1.72E-05,-1.07E-06,,,,
9855,-1.75E+04,-1330,,9.84E-06,-1.75E-05,-1.33E-06,,,,
9331,-1.78E+04,-1537,,9.32E-06,-1.77E-05,-1.56E-06,,,,
8746,-1.81E+04,-1677,,8.71E-06,-1.80E-05,-1.67E-06,,,,
8102,-1.84E+04,-1742,,8.10E-06,-1.83E-05,-1.73E-06,,,,
7403,-1.87E+04,-1729,,7.41E-06,-1.87E-05,-1.71E-06,,,,
6653,-1.90E+04,-1634,,6.68E-06,-1.90E-05,-1.61E-06,,,,
5856,-1.93E+04,-1453,,5.85E-06,-1.93E-05,-1.42E-06,,,,
5015,-1.95E+04,-1184,,5.01E-06,-1.95E-05,-1.16E-06,,,,
4136,-1.98E+04,-829.7,,4.17E-06,-1.98E-05,-8.14E-07,,,,
3223,-2.00E+04,-391.2,,3.25E-06,-2.00E-05,-4.02E-07,,,,
2281,-2.01E+04,125.1,,2.29E-06,-2.01E-05,1.31E-07,,,,
1315,-2.02E+04,710.4,,1.31E-06,-2.02E-05,7.14E-07,,,,
328.5,-2.02E+04,1355,,3.40E-07,-2.03E-05,1.37E-06,,,,
-674,-2.02E+04,2049,,-6.77E-07,-2.02E-05,2.07E-06,,,,
-1689,-2.01E+04,2781,,-1.68E-06,-2.01E-05,2.78E-06,,,,
-2714,-1.99E+04,3538,,-2.71E-06,-1.98E-05,3.56E-06,,,,
-3746,-1.96E+04,4305,,-3.75E-06,-1.96E-05,4.33E-06,,,,
-4782,-1.92E+04,5068,,-4.79E-06,-1.92E-05,5.09E-06,,,,
-5819,-1.87E+04,5812,,-5.83E-06,-1.87E-05,5.81E-06,,,,
-6855,-1.81E+04,6521,,-6.86E-06,-1.81E-05,6.52E-06,,,,
-7888,-1.75E+04,7179,,-7.88E-06,-1.74E-05,7.18E-06,,,,
-8913,-1.67E+04,7773,,-8.90E-06,-1.67E-05,7.77E-06,,,,
-9928,-1.59E+04,8289,,-9.90E-06,-1.59E-05,8.30E-06,,,,
-1.09E+04,-1.50E+04,8714,,-1.09E-05,-1.50E-05,8.71E-06,,,,
-1.19E+04,-1.41E+04,9038,,-1.19E-05,-1.41E-05,9.03E-06,,,,
-1.29E+04,-1.31E+04,9252,,-1.29E-05,-1.31E-05,9.25E-06,,,,
-1.38E+04,-1.21E+04,9348,,-1.38E-05,-1.20E-05,9.32E-06,,,,
-1.47E+04,-1.10E+04,9320,,-1.47E-05,-1.10E-05,9.31E-06,,,,
-1.56E+04,-9950,9165,,-1.56E-05,-9.96E-06,9.17E-06,,,,
-1.64E+04,-8876,8883,,-1.64E-05,-8.88E-06,8.89E-06,,,,
-1.72E+04,-7808,8473,,-1.72E-05,-7.81E-06,8.49E-06,,,,
-1.79E+04,-6758,7939,,-1.79E-05,-6.77E-06,7.96E-06,,,,
-1.85E+04,-5734,7285,,-1.85E-05,-5.73E-06,7.31E-06,,,,
-1.91E+04,-4747,6518,,-1.91E-05,-4.73E-06,6.53E-06,,,,
-1.96E+04,-3805,5645,,-1.96E-05,-3.76E-06,5.62E-06,,,,
-2.00E+04,-2914,4675,,-2.00E-05,-2.88E-06,4.69E-06,,,,
-2.04E+04,-2082,3619,,-2.03E-05,-2.06E-06,3.63E-06,,,,
-2.06E+04,-1313,2487,,-2.06E-05,-1.30E-06,2.50E-06,,,,
-2.08E+04,-610.6,1292,,-2.08E-05,-6.13E-07,1.29E-06,,,,
-2.09E+04,20.99,44.14,,-2.08E-05,-6.20E-09,5.26E-08,,,,
-2.08E+04,579.9,-1244,,-2.08E-05,5.58E-07,-1.20E-06,,,,
-2.07E+04,1067,-2560,,-2.07E-05,1.07E-06,-2.53E-06,,,,
-2.05E+04,1486,-3893,,-2.05E-05,1.49E-06,-3.86E-06,,,,
-2.02E+04,1839,-5232,,-2.02E-05,1.86E-06,-5.19E-06,,,,
-1.98E+04,2126,-6565,,-1.98E-05,2.15E-06,-6.53E-06,,,,
-1.93E+04,2350,-7884,,-1.93E-05,2.39E-06,-7.90E-06,,,,
-1.87E+04,2514,-9178,,-1.87E-05,2.53E-06,-9.18E-06,,,,
-1.81E+04,2624,-1.04E+04,,-1.81E-05,2.62E-06,-1.04E-05,,,,
-1.73E+04,2684,-1.17E+04,,-1.74E-05,2.67E-06,-1.17E-05,,,,
-1.65E+04,2698,-1.28E+04,,-1.65E-05,2.72E-06,-1.28E-05,,,,
-1.56E+04,2671,-1.40E+04,,-1.56E-05,2.66E-06,-1.40E-05,,,,
-1.46E+04,2606,-1.50E+04,,-1.46E-05,2.60E-06,-1.50E-05,,,,
-1.36E+04,2509,-1.60E+04,,-1.36E-05,2.49E-06,-1.60E-05,,,,
-1.25E+04,2382,-1.69E+04,,-1.26E-05,2.36E-06,-1.69E-05,,,,
-1.14E+04,2231,-1.78E+04,,-1.14E-05,2.25E-06,-1.78E-05,,,,
-1.02E+04,2058,-1.85E+04,,-1.02E-05,2.07E-06,-1.85E-05,,,,
-8989,1867,-1.92E+04,,-8.97E-06,1.88E-06,-1.92E-05,,,,
-7733,1661,-1.98E+04,,-7.71E-06,1.68E-06,-1.98E-05,,,,
-6448,1444,-2.03E+04,,-6.42E-06,1.43E-06,-2.03E-05,,,,
-5138,1218,-2.08E+04,,-5.14E-06,1.22E-06,-2.08E-05,,,,
-3810,986,-2.11E+04,,-3.79E-06,9.75E-07,-2.11E-05,,,,
-2468,747.8,-2.14E+04,,-2.46E-06,7.47E-07,-2.13E-05,,,,
-1119,505,-2.15E+04,,-1.14E-06,4.83E-07,-2.15E-05,,,,
233.9,258.6,-2.16E+04,,2.25E-07,2.40E-07,-2.16E-05,,,,
1584,8.847,-2.16E+04,,1.60E-06,3.49E-09,-2.16E-05,,,,
2926,-245,-2.16E+04,,2.93E-06,-2.52E-07,-2.16E-05,,,,
4256,-503.2,-2.14E+04,,4.24E-06,-5.05E-07,-2.14E-05,,,,
5568,-766.1,-2.12E+04,,5.55E-06,-7.79E-07,-2.11E-05,,,,
6857,-1034,-2.09E+04,,6.85E-06,-1.04E-06,-2.08E-05,,,,
8120,-1309,-2.05E+04,,8.11E-06,-1.32E-06,-2.05E-05,,,,
9353,-1590,-2.00E+04,,9.34E-06,-1.58E-06,-2.00E-05,,,,
1.06E+04,-1880,-1.95E+04,,1.05E-05,-1.88E-06,-1.95E-05,,,,
1.17E+04,-2179,-1.89E+04,,1.17E-05,-2.22E-06,-1.89E-05,,,,
1.28E+04,-2489,-1.82E+04,,1.28E-05,-2.49E-06,-1.83E-05,,,,
1.39E+04,-2811,-1.75E+04,,1.39E-05,-2.80E-06,-1.75E-05,,,,
1.49E+04,-3148,-1.68E+04,,1.49E-05,-3.14E-06,-1.68E-05,,,,
1.59E+04,-3500,-1.59E+04,,1.59E-05,-3.50E-06,-1.59E-05,,,,
1.68E+04,-3870,-1.51E+04,,1.68E-05,-3.90E-06,-1.50E-05,,,,
1.77E+04,-4260,-1.42E+04,,1.77E-05,-4.30E-06,-1.41E-05,,,,
1.85E+04,-4673,-1.32E+04,,1.85E-05,-4.71E-06,-1.32E-05,,,,
1.92E+04,-5110,-1.22E+04,,1.92E-05,-5.11E-06,-1.22E-05,,,,
1.99E+04,-5574,-1.12E+04,,1.98E-05,-5.58E-06,-1.11E-05,,,,
2.05E+04,-6068,-1.01E+04,,2.05E-05,-6.07E-06,-1.01E-05,,,,
2.10E+04,-6593,-9019,,2.10E-05,-6.60E-06,-9.02E-06,,,,
2.14E+04,-7154,-7911,,2.14E-05,-7.19E-06,-7.91E-06,,,,
2.18E+04,-7751,-6788,,2.18E-05,-7.79E-06,-6.78E-06,,,,
2.21E+04,-8387,-5657,,2.20E-05,-8.41E-06,-5.66E-06,,,,
2.23E+04,-9066,-4526,,2.22E-05,-9.05E-06,-4.52E-06,,,,
2.24E+04,-9788,-3402,,2.24E-05,-9.77E-06,-3.40E-06,,,,
2.24E+04,-1.06E+04,-2293,,2.24E-05,-1.05E-05,-2.30E-06,,,,
2.23E+04,-1.14E+04,-1211,,2.23E-05,-1.14E-05,-1.20E-06,,,,
2.21E+04,-1.22E+04,-165.6,,2.21E-05,-1.23E-05,-1.66E-07,,,,
2.18E+04,-1.31E+04,833.4,,2.18E-05,-1.32E-05,8.14E-07,,,,
2.14E+04,-1.41E+04,1774,,2.14E-05,-1.41E-05,1.77E-06,,,,
2.09E+04,-1.51E+04,2643,,2.09E-05,-1.51E-05,2.62E-06,,,,
2.03E+04,-1.61E+04,3427,,2.03E-05,-1.61E-05,3.40E-06,,,,
1.96E+04,-1.72E+04,4110,,1.96E-05,-1.72E-05,4.09E-06,,,,
1.88E+04,-1.83E+04,4676,,1.88E-05,-1.83E-05,4.65E-06,,,,
1.79E+04,-1.94E+04,5111,,1.78E-05,-1.94E-05,5.12E-06,,,,
1.68E+04,-2.05E+04,5402,,1.68E-05,-2.05E-05,5.39E-06,,,,
1.58E+04,-2.17E+04,5538,,1.57E-05,-2.17E-05,5.52E-06,,,,
1.46E+04,-2.28E+04,5508,,1.46E-05,-2.28E-05,5.48E-06,,,,
1.34E+04,-2.39E+04,5301,,1.33E-05,-2.39E-05,5.27E-06,,,,
